DEC_1	DEC_2	E2_1	E2_2	UNTR_1	UNTR_2
ENSMUSG00000036698	4866	4987	4719	4467	2213	2297
ENSMUSG00000022607	427	390	515	477	338	383
ENSMUSG00000065612	0	0	0	0	0	0
ENSMUSG00000088005	1	0	0	0	0	0
ENSMUSG00000072489	6	3	1	4	7	2
ENSMUSG00000036661	1654	1615	1696	1632	1261	1284
ENSMUSG00000079020	3482	3439	2496	2345	2456	2744
ENSMUSG00000045281	0	0	0	0	1	0
ENSMUSG00000059895	409	410	378	373	430	456
ENSMUSG00000084493	1	2	1	0	0	0
ENSMUSG00000072487	5	3	1	2	9	9
ENSMUSG00000083380	44	43	52	32	45	43
ENSMUSG00000086361	0	2	0	0	1	0
ENSMUSG00000075609	25	22	28	25	17	26
ENSMUSG00000082585	4	2	1	8	3	5
ENSMUSG00000034730	246	218	23	18	50	62
ENSMUSG00000093340	0	0	0	0	0	0
ENSMUSG00000022603	1	1	0	0	4	6
ENSMUSG00000022602	3036	2942	4648	4349	3466	3953
ENSMUSG00000046380	128	137	183	146	138	146
ENSMUSG00000044276	0	0	1	0	1	2
ENSMUSG00000022598	15	17	44	26	23	37
ENSMUSG00000022595	0	1	0	0	0	0
ENSMUSG00000056665	295	267	309	307	262	327
ENSMUSG00000022596	0	0	0	0	0	0
ENSMUSG00000075605	0	0	0	0	1	0
ENSMUSG00000022594	92	86	38	38	66	77
ENSMUSG00000034634	45	57	20	11	46	54
ENSMUSG00000091709	0	0	0	0	2	0
ENSMUSG00000044678	0	1	0	0	1	0
ENSMUSG00000068349	0	1	0	0	0	0
ENSMUSG00000068600	0	0	0	0	0	0
ENSMUSG00000075604	1	1	0	0	2	1
ENSMUSG00000022589	0	0	0	0	2	1
ENSMUSG00000063522	33	42	15	16	12	9
ENSMUSG00000022587	112424	108763	26551	23851	40732	46025
ENSMUSG00000022586	5935	5533	917	748	841	969
ENSMUSG00000075602	22940	20826	1118	954	3135	3431
ENSMUSG00000079018	255	225	8	11	40	62
ENSMUSG00000022584	22617	21019	3446	3055	4824	4943
ENSMUSG00000022582	289	316	162	152	209	240
ENSMUSG00000047728	0	0	0	0	1	1
ENSMUSG00000068348	1	3	1	1	0	1
ENSMUSG00000022583	0	0	0	0	2	3
ENSMUSG00000053168	0	1	0	0	2	3
ENSMUSG00000093626	0	0	0	0	0	1
ENSMUSG00000022577	0	0	0	0	1	3
ENSMUSG00000022579	0	2	1	0	5	4
ENSMUSG00000047003	252	230	286	264	215	247
ENSMUSG00000000934	175	180	156	143	187	203
ENSMUSG00000085523	0	1	0	2	1	1
ENSMUSG00000022580	1	1	3	2	2	1
ENSMUSG00000047591	13	17	22	20	13	22
ENSMUSG00000075600	714	785	747	673	547	596
ENSMUSG00000077416	3	4	3	4	1	6
ENSMUSG00000022575	9691	9486	8144	7372	6695	7562
ENSMUSG00000022574	302	328	452	382	347	358
ENSMUSG00000055762	3629	3460	3597	3382	3874	4438
ENSMUSG00000047166	71	52	60	43	61	69
ENSMUSG00000022571	682	687	645	633	671	780
ENSMUSG00000022570	1639	1624	1725	1518	1551	1755
ENSMUSG00000050846	348	404	374	333	304	344
ENSMUSG00000034429	278	264	316	298	247	299
ENSMUSG00000044095	100	110	96	106	95	120
ENSMUSG00000063704	2	0	0	3	2	0
ENSMUSG00000046761	104	104	179	152	93	123
ENSMUSG00000075594	2	2	4	4	0	6
ENSMUSG00000089396	0	2	0	3	0	0
ENSMUSG00000022568	2417	2448	2824	2581	1995	2260
ENSMUSG00000002524	3589	3643	3517	3356	3531	3986
ENSMUSG00000075590	41	36	40	32	31	39
ENSMUSG00000044361	2	1	1	0	5	5
ENSMUSG00000022565	11454	11342	10671	9978	6057	6800
ENSMUSG00000088128	1	2	0	0	0	0
ENSMUSG00000087899	0	0	0	0	0	0
ENSMUSG00000063268	5192	4883	2193	1969	1853	2185
ENSMUSG00000022564	21623	21117	17581	15720	12610	14251
ENSMUSG00000092920	49	51	33	23	32	37
ENSMUSG00000049653	44	29	27	22	20	15
ENSMUSG00000093169	2	4	2	1	2	0
ENSMUSG00000071724	169	176	136	106	132	132
ENSMUSG00000022562	1035	1040	567	483	674	760
ENSMUSG00000034259	674	640	567	523	643	712
ENSMUSG00000022561	2100	1865	2045	1787	1810	2073
ENSMUSG00000063875	3	5	7	2	6	8
ENSMUSG00000022551	2924	2875	3492	3146	2896	3324
ENSMUSG00000022552	2860	2924	2873	2657	2343	2681
ENSMUSG00000022553	3675	3648	3413	3244	3491	3895
ENSMUSG00000022554	113	159	156	147	174	167
ENSMUSG00000060794	0	0	0	0	1	2
ENSMUSG00000022558	7561	7386	8215	7621	5311	5765
ENSMUSG00000022557	1429	1416	1437	1291	1330	1506
ENSMUSG00000034161	5	14	12	8	6	5
ENSMUSG00000022556	1193	1153	1244	1179	993	1146
ENSMUSG00000022555	2456	2206	2527	2392	2259	2628
ENSMUSG00000048385	6	11	4	4	15	10
ENSMUSG00000022559	1426	1309	1511	1353	1327	1485
ENSMUSG00000022560	702	636	620	505	599	632
ENSMUSG00000022550	716	663	818	742	651	724
ENSMUSG00000034022	3640	3439	3893	3576	2685	2896
ENSMUSG00000063354	1072	1110	1137	1086	599	703
ENSMUSG00000062381	3732	3690	3343	2946	3487	3899
ENSMUSG00000059323	316	328	418	388	253	301
ENSMUSG00000053929	2958	2896	3283	2987	2731	3015
ENSMUSG00000004187	191	189	340	294	178	175
ENSMUSG00000033837	2	0	4	5	4	6
ENSMUSG00000033819	1549	1433	1640	1499	1567	1688
ENSMUSG00000022546	241	245	257	189	230	286
ENSMUSG00000019080	256	242	300	247	279	324
ENSMUSG00000033762	98	110	146	104	87	94
ENSMUSG00000033728	1005	946	965	886	991	1104
ENSMUSG00000033707	0	3	1	3	2	1
ENSMUSG00000079002	368	312	336	324	372	399
ENSMUSG00000033697	1294	1322	1110	1046	798	977
ENSMUSG00000090429	6	5	5	3	12	5
ENSMUSG00000022526	468	453	432	486	393	439
ENSMUSG00000033669	192	175	204	184	144	132
ENSMUSG00000055041	647	663	621	544	711	779
ENSMUSG00000003970	21416	20281	21071	19434	25149	28491
ENSMUSG00000054967	32	36	42	37	39	50
ENSMUSG00000063236	981	859	840	742	957	1076
ENSMUSG00000018893	0	0	0	0	1	0
ENSMUSG00000033576	8	15	0	1	14	11
ENSMUSG00000065832	1	0	2	0	2	0
ENSMUSG00000033565	265	296	132	133	180	269
ENSMUSG00000087126	2	4	1	2	0	2
ENSMUSG00000089242	0	0	0	0	0	0
ENSMUSG00000010601	2	2	4	1	2	2
ENSMUSG00000093458	140	150	171	180	77	89
ENSMUSG00000068246	39	44	1	1	13	21
ENSMUSG00000068252	47	37	35	21	31	39
ENSMUSG00000086467	0	0	0	0	0	0
ENSMUSG00000082233	0	1	0	0	0	1
ENSMUSG00000050982	2	3	0	0	3	1
ENSMUSG00000091650	0	0	0	0	1	2
ENSMUSG00000044309	53327	52841	65023	59172	56390	61933
ENSMUSG00000050014	997	947	875	869	1045	1211
ENSMUSG00000090792	1927	1836	1775	1540	1865	2123
ENSMUSG00000091694	1	3	0	3	4	6
ENSMUSG00000071716	3	1	5	4	9	11
ENSMUSG00000057346	193	205	4	2	24	18
ENSMUSG00000056656	13	26	13	10	11	13
ENSMUSG00000022443	81564	82224	86558	81529	62229	70403
ENSMUSG00000084497	39	43	21	24	39	54
ENSMUSG00000005354	4160	4114	3846	3489	4528	4929
ENSMUSG00000016552	1063	1093	1192	1076	903	935
ENSMUSG00000016554	3107	2970	2937	2801	3201	3535
ENSMUSG00000091802	41	43	43	39	25	49
ENSMUSG00000019146	1	0	0	0	2	3
ENSMUSG00000092375	0	0	0	0	0	2
ENSMUSG00000016637	357	322	275	247	382	450
ENSMUSG00000005716	3	3	2	1	6	7
ENSMUSG00000071715	8351	8003	8264	7432	6280	7065
ENSMUSG00000071714	55540	53959	70192	65135	40381	45022
ENSMUSG00000071713	87140	84936	126173	115608	67868	75833
ENSMUSG00000070235	0	0	0	0	1	0
ENSMUSG00000062154	0	0	0	2	4	3
ENSMUSG00000044986	564	561	623	572	669	747
ENSMUSG00000071711	1133	1053	1086	1021	1016	1130
ENSMUSG00000033287	1077	984	1176	1107	846	987
ENSMUSG00000016942	1	4	2	0	8	5
ENSMUSG00000068227	51	40	35	34	52	50
ENSMUSG00000022440	1235	1134	1070	1078	1333	1492
ENSMUSG00000044933	1	1	0	2	0	1
ENSMUSG00000068226	4	3	1	3	2	4
ENSMUSG00000033220	14382	13810	12858	11533	10614	12098
ENSMUSG00000018008	18140	18032	15124	13858	12853	14192
ENSMUSG00000043460	0	5	1	1	1	0
ENSMUSG00000018169	346	325	453	400	329	422
ENSMUSG00000033170	32	43	61	63	35	39
ENSMUSG00000049521	19	26	1	4	24	29
ENSMUSG00000043501	0	3	0	1	1	1
ENSMUSG00000086640	2	5	2	1	1	1
ENSMUSG00000033128	5787	5700	5686	5260	4584	5514
ENSMUSG00000022436	6648	6815	7420	6877	5682	6394
ENSMUSG00000084864	3	7	14	12	6	6
ENSMUSG00000068221	37	36	54	32	32	34
ENSMUSG00000068220	13550	13271	13338	11887	16683	18939
ENSMUSG00000033099	743	764	684	719	783	872
ENSMUSG00000033088	3965	3929	3872	3747	3468	3865
ENSMUSG00000048769	3006	2947	2839	2694	2674	3081
ENSMUSG00000006378	155	103	176	162	199	203
ENSMUSG00000033055	563	530	584	531	563	629
ENSMUSG00000033047	4526	4538	4702	4311	4356	4878
ENSMUSG00000092974	20	20	13	13	12	14
ENSMUSG00000033039	2551	2729	3288	3080	1926	2153
ENSMUSG00000033029	2	1	8	5	4	4
ENSMUSG00000033020	1008	1062	972	871	1203	1415
ENSMUSG00000033006	6	2	0	2	6	6
ENSMUSG00000075555	102	100	86	75	59	66
ENSMUSG00000068206	541	507	712	656	498	548
ENSMUSG00000032988	3	0	10	4	1	1
ENSMUSG00000091135	0	0	0	0	0	0
ENSMUSG00000018126	0	1	0	5	1	5
ENSMUSG00000042632	384	424	584	560	364	381
ENSMUSG00000092494	0	0	0	1	1	0
ENSMUSG00000042622	649	609	735	701	755	800
ENSMUSG00000009035	7261	7021	4908	4371	3839	4248
ENSMUSG00000088901	12	16	8	8	2	4
ENSMUSG00000022433	2281	2246	2153	2201	1801	2034
ENSMUSG00000085802	13	8	8	5	3	2
ENSMUSG00000044216	1	4	1	0	1	3
ENSMUSG00000010830	60	74	22	25	97	93
ENSMUSG00000055065	22164	21358	23226	21577	15437	17345
ENSMUSG00000022429	3	7	22	14	8	6
ENSMUSG00000093223	0	0	1	0	0	0
ENSMUSG00000042564	55	55	63	67	37	38
ENSMUSG00000022428	329	373	332	294	303	334
ENSMUSG00000022427	4089	3827	3741	3382	4049	4615
ENSMUSG00000022426	2590	2405	3117	2945	2525	2782
ENSMUSG00000090541	28	27	27	27	16	16
ENSMUSG00000042535	5017	4808	5706	5271	4438	5043
ENSMUSG00000064409	1	1	3	4	2	1
ENSMUSG00000042524	5348	5231	6749	6336	5231	5666
ENSMUSG00000089796	7	4	3	3	3	2
ENSMUSG00000087543	129	128	186	137	85	94
ENSMUSG00000022420	773	761	699	607	686	809
ENSMUSG00000022421	7	5	3	8	6	9
ENSMUSG00000089715	233	212	201	165	237	288
ENSMUSG00000089837	0	0	0	0	0	0
ENSMUSG00000009585	8606	8294	7907	7526	6301	7102
ENSMUSG00000053411	1456	1357	2013	1825	1303	1537
ENSMUSG00000000489	3160	2951	3866	3539	3235	3851
ENSMUSG00000060036	22132	21215	21742	19317	22639	25188
ENSMUSG00000077734	27	22	31	33	29	36
ENSMUSG00000088219	77	80	103	97	53	48
ENSMUSG00000064884	0	0	0	0	1	0
ENSMUSG00000022415	3629	3528	2334	2273	3884	4348
ENSMUSG00000022414	1033	915	1035	1005	818	914
ENSMUSG00000042428	21	15	0	1	15	14
ENSMUSG00000022412	1354	1274	1491	1326	1137	1271
ENSMUSG00000042406	6981	7053	6442	6121	6679	7321
ENSMUSG00000051518	656	622	603	546	698	750
ENSMUSG00000022416	5	8	1	1	3	5
ENSMUSG00000050439	2	7	4	4	8	4
ENSMUSG00000088740	0	0	0	0	0	0
ENSMUSG00000042351	49	53	74	46	35	26
ENSMUSG00000022408	269	272	361	309	230	322
ENSMUSG00000047888	3028	3117	2776	2715	1311	1459
ENSMUSG00000092868	0	0	0	0	0	0
ENSMUSG00000022407	943	941	876	765	822	797
ENSMUSG00000058357	0	0	0	0	0	0
ENSMUSG00000042303	681	665	853	767	574	677
ENSMUSG00000042292	10073	9957	12527	11440	8799	10329
ENSMUSG00000064587	2	2	2	5	0	4
ENSMUSG00000047938	0	1	1	1	0	2
ENSMUSG00000050164	0	1	0	0	1	1
ENSMUSG00000022404	1261	1231	1203	1120	1004	1125
ENSMUSG00000022403	5512	5515	5276	5033	4663	5201
ENSMUSG00000022401	512	493	494	495	334	330
ENSMUSG00000047108	5	3	8	3	0	3
ENSMUSG00000091492	14	6	5	7	7	6
ENSMUSG00000022400	2802	2579	2452	2246	2992	3429
ENSMUSG00000091198	0	0	0	0	0	1
ENSMUSG00000055024	8535	8570	7141	6704	3417	3897
ENSMUSG00000080527	0	0	0	0	0	0
ENSMUSG00000084739	0	0	0	0	0	1
ENSMUSG00000022394	683	658	680	648	639	692
ENSMUSG00000092325	3	3	1	1	2	2
ENSMUSG00000063765	27	22	28	27	33	21
ENSMUSG00000022391	2755	2685	2672	2539	2645	2776
ENSMUSG00000022390	2848	2846	2781	2599	2294	2561
ENSMUSG00000091934	1	0	0	0	1	2
ENSMUSG00000022389	2620	2439	2113	1988	2224	2417
ENSMUSG00000069439	0	3	1	0	0	0
ENSMUSG00000048546	2072	1961	1803	1726	1384	1454
ENSMUSG00000078960	9	11	8	4	6	5
ENSMUSG00000061360	1539	1418	1340	1236	1569	1753
ENSMUSG00000022477	7176	7070	7606	7218	5501	6330
ENSMUSG00000022476	205	193	189	159	238	265
ENSMUSG00000042109	3	5	5	4	7	10
ENSMUSG00000022474	618	592	756	721	873	918
ENSMUSG00000061848	5	3	4	6	6	6
ENSMUSG00000061633	1	0	0	0	1	0
ENSMUSG00000022471	425	434	476	371	417	462
ENSMUSG00000022472	919	831	856	800	874	913
ENSMUSG00000063480	2134	2204	1888	1688	2142	2380
ENSMUSG00000075524	0	1	0	0	0	2
ENSMUSG00000068117	1	1	0	0	6	6
ENSMUSG00000068114	400	330	401	348	337	368
ENSMUSG00000022463	4659	4500	5959	5589	3763	4327
ENSMUSG00000065465	0	0	0	0	0	0
ENSMUSG00000068105	14	18	9	4	13	12
ENSMUSG00000068101	38	34	43	55	34	51
ENSMUSG00000068099	0	0	0	0	2	1
ENSMUSG00000022456	13	10	9	8	4	10
ENSMUSG00000022455	0	1	0	0	2	3
ENSMUSG00000092778	0	0	0	0	0	0
ENSMUSG00000022453	5153	4971	5102	4778	3998	4401
ENSMUSG00000049687	72	70	76	66	45	81
ENSMUSG00000022452	3264	3064	3226	3063	3626	4067
ENSMUSG00000064959	1	0	0	0	0	0
ENSMUSG00000022450	2972	2841	2534	2482	2942	3358
ENSMUSG00000061740	8	7	2	2	12	18
ENSMUSG00000068085	1	2	0	0	4	1
ENSMUSG00000014372	0	2	0	0	3	0
ENSMUSG00000076395	0	0	0	0	0	0
ENSMUSG00000068086	1	0	0	0	4	3
ENSMUSG00000047347	14	10	7	7	8	7
ENSMUSG00000057138	0	1	0	0	1	3
ENSMUSG00000062185	1	0	0	0	3	1
ENSMUSG00000075517	0	0	0	0	0	0
ENSMUSG00000068083	1	0	0	0	2	4
ENSMUSG00000058613	0	0	0	0	2	0
ENSMUSG00000022445	3	6	4	4	6	1
ENSMUSG00000041852	2362	2470	2351	2188	1316	1406
ENSMUSG00000092751	0	0	0	0	0	0
ENSMUSG00000090940	5	7	5	3	3	3
ENSMUSG00000058099	9211	8969	8001	7311	5484	6225
ENSMUSG00000058586	536	519	522	493	355	474
ENSMUSG00000090964	0	2	2	2	2	2
ENSMUSG00000018040	2371	2393	2049	1989	1974	2220
ENSMUSG00000041815	5604	5380	5301	4969	4440	4918
ENSMUSG00000065176	0	0	0	0	1	1
ENSMUSG00000018042	6181	6462	6924	6616	5296	6129
ENSMUSG00000047878	61	72	29	35	74	99
ENSMUSG00000054277	1457	1365	1515	1353	1243	1344
ENSMUSG00000075511	46	53	54	64	37	44
ENSMUSG00000016664	5081	5130	4817	4484	4192	4535
ENSMUSG00000049414	0	0	0	1	0	1
ENSMUSG00000022442	301	294	358	294	237	283
ENSMUSG00000093243	0	0	0	0	0	0
ENSMUSG00000016758	19	16	17	16	22	29
ENSMUSG00000048755	589	602	598	578	639	726
ENSMUSG00000041736	14021	12718	9941	8810	12381	13774
ENSMUSG00000016757	609	641	651	576	667	722
ENSMUSG00000016763	1811	1878	1722	1600	1678	1872
ENSMUSG00000041708	0	0	2	0	3	5
ENSMUSG00000022441	12	9	4	4	5	7
ENSMUSG00000081925	0	0	0	0	0	1
ENSMUSG00000018865	2	2	3	4	4	6
ENSMUSG00000018868	1	0	1	0	0	1
ENSMUSG00000041653	4	4	6	3	9	5
ENSMUSG00000022437	3034	2741	2722	2544	2932	3325
ENSMUSG00000022438	1885	1807	1774	1579	1538	1811
ENSMUSG00000089267	4	2	5	10	5	5
ENSMUSG00000022439	4215	3987	3580	3243	3251	3646
ENSMUSG00000062760	4	1	1	0	5	8
ENSMUSG00000055745	145	134	202	185	154	165
ENSMUSG00000036106	42	33	23	17	60	61
ENSMUSG00000078954	61	66	24	36	66	66
ENSMUSG00000016624	15	17	6	19	10	17
ENSMUSG00000016619	2342	2253	2314	2254	2050	2233
ENSMUSG00000036046	16041	15180	15949	14261	11960	13344
ENSMUSG00000080441	0	0	0	0	0	0
ENSMUSG00000022435	0	0	0	0	2	1
ENSMUSG00000022434	824	798	1067	1019	834	930
ENSMUSG00000022432	15	14	4	2	7	2
ENSMUSG00000078289	3	0	2	2	0	1
ENSMUSG00000022431	3	1	0	0	1	2
ENSMUSG00000006369	50	49	7	7	68	75
ENSMUSG00000016541	3548	3378	3004	2804	3431	3907
ENSMUSG00000064764	0	0	0	0	0	0
ENSMUSG00000063548	3	0	0	0	0	0
ENSMUSG00000022382	1	3	4	1	2	6
ENSMUSG00000087046	0	1	0	0	0	1
ENSMUSG00000065608	2	4	3	3	5	3
ENSMUSG00000065564	2	4	4	3	2	4
ENSMUSG00000022383	0	1	0	2	1	2
ENSMUSG00000064284	305	314	323	318	361	429
ENSMUSG00000052496	1	1	0	0	1	1
ENSMUSG00000035944	611	587	589	531	452	530
ENSMUSG00000022385	233	234	339	348	181	221
ENSMUSG00000022386	379	356	374	340	322	356
ENSMUSG00000016028	101	102	124	115	106	113
ENSMUSG00000035900	1482	1510	2020	1960	1465	1647
ENSMUSG00000089680	1	1	1	0	1	1
ENSMUSG00000035891	12072	12246	11769	10981	8987	10065
ENSMUSG00000088357	22	14	10	21	5	3
ENSMUSG00000086424	11	11	14	12	8	7
ENSMUSG00000088071	1	0	1	0	0	1
ENSMUSG00000051864	3348	3233	3074	2926	2748	3245
ENSMUSG00000093261	0	0	0	0	0	0
ENSMUSG00000064631	0	0	0	0	0	1
ENSMUSG00000054863	7	2	1	0	4	5
ENSMUSG00000054117	1	1	0	0	0	2
ENSMUSG00000022387	3846	3794	3770	3616	2694	2981
ENSMUSG00000034333	883	866	753	698	587	555
ENSMUSG00000035845	700	669	581	566	431	557
ENSMUSG00000023272	1617	1614	1180	1225	1350	1525
ENSMUSG00000065391	0	0	0	0	0	0
ENSMUSG00000035828	1539	1489	1082	977	1455	1605
ENSMUSG00000093394	3	3	4	3	4	3
ENSMUSG00000022388	0	2	0	2	4	4
ENSMUSG00000035805	1	0	0	1	3	1
ENSMUSG00000015365	0	1	0	0	1	3
ENSMUSG00000064481	0	0	0	0	0	0
ENSMUSG00000058441	9	6	5	5	2	2
ENSMUSG00000087331	44	54	53	66	55	76
ENSMUSG00000015363	2352	2418	2487	2215	2175	2560
ENSMUSG00000035757	598	577	650	567	411	430
ENSMUSG00000051786	864	904	877	779	503	517
ENSMUSG00000062906	295	301	271	219	225	264
ENSMUSG00000022610	5	12	8	2	13	20
ENSMUSG00000053137	29	25	8	7	28	40
ENSMUSG00000036606	13500	13228	7023	6508	6987	7741
ENSMUSG00000015377	331	328	392	351	265	302
ENSMUSG00000090409	32	32	29	34	16	24
ENSMUSG00000036561	677	661	669	629	461	579
ENSMUSG00000036529	4760	4660	4949	4698	3349	3742
ENSMUSG00000054136	8	6	8	4	20	10
ENSMUSG00000022613	3	2	1	3	1	3
ENSMUSG00000022614	2280	2235	2237	2136	1863	2161
ENSMUSG00000008690	3942	3819	4121	3675	3761	4286
ENSMUSG00000091780	0	0	0	0	0	0
ENSMUSG00000022615	117	105	143	112	108	115
ENSMUSG00000047394	0	1	0	0	0	1
ENSMUSG00000091680	0	0	1	0	0	0
ENSMUSG00000078938	0	0	0	0	0	0
ENSMUSG00000022617	2174	2131	2601	2419	1904	2126
ENSMUSG00000078937	6	4	10	3	5	2
ENSMUSG00000079242	12	20	16	10	9	8
ENSMUSG00000090413	1	1	0	0	1	0
ENSMUSG00000022619	3	2	1	1	3	4
ENSMUSG00000022620	2002	1937	2075	1948	1610	1949
ENSMUSG00000084915	131	132	127	125	108	107
ENSMUSG00000022623	4	2	2	2	4	3
ENSMUSG00000086602	1	0	0	0	0	0
ENSMUSG00000022622	0	0	0	0	3	0
ENSMUSG00000022621	222	217	219	206	183	181
ENSMUSG00000063260	0	0	0	0	0	0
ENSMUSG00000093094	0	0	0	0	0	0
ENSMUSG00000064920	0	0	0	0	0	0
ENSMUSG00000075470	1466	1339	1469	1323	638	681
ENSMUSG00000052560	1006	935	677	686	893	935
ENSMUSG00000078847	0	0	0	0	0	0
ENSMUSG00000067870	218	215	202	159	236	266
ENSMUSG00000067869	14	8	6	5	4	7
ENSMUSG00000022629	33	27	19	18	20	29
ENSMUSG00000055782	2031	1919	1476	1348	1177	1275
ENSMUSG00000078932	0	1	0	0	0	1
ENSMUSG00000036298	4	1	0	1	3	3
ENSMUSG00000084240	0	0	0	0	2	3
ENSMUSG00000081771	0	0	0	0	0	0
ENSMUSG00000087737	0	0	0	0	0	0
ENSMUSG00000086160	0	0	0	0	0	1
ENSMUSG00000087965	0	0	0	0	0	0
ENSMUSG00000036273	1513	1520	1639	1485	600	676
ENSMUSG00000083083	10	9	11	13	4	4
ENSMUSG00000047295	1	0	0	0	1	2
ENSMUSG00000044021	5	5	6	1	18	12
ENSMUSG00000075464	0	0	0	0	1	0
ENSMUSG00000055022	12	12	8	5	12	14
ENSMUSG00000085294	1	0	1	0	1	0
ENSMUSG00000036218	8	8	1	2	11	7
ENSMUSG00000089225	0	0	0	0	0	0
ENSMUSG00000065911	0	1	0	0	1	2
ENSMUSG00000036197	2203	2155	2047	1997	1333	1479
ENSMUSG00000022634	650	697	591	575	564	635
ENSMUSG00000088454	0	0	0	0	0	0
ENSMUSG00000022635	1663	1697	1735	1629	1449	1718
ENSMUSG00000036167	2315	2205	2703	2417	1654	1850
ENSMUSG00000036158	25	26	31	26	21	17
ENSMUSG00000022449	0	0	1	0	9	6
ENSMUSG00000033356	187	158	134	163	156	160
ENSMUSG00000059883	2512	2503	2091	1996	1683	1994
ENSMUSG00000022451	2887	2764	2559	2396	2048	2283
ENSMUSG00000063296	1	0	1	1	1	0
ENSMUSG00000077686	0	0	0	0	1	0
ENSMUSG00000077447	0	0	0	0	0	0
ENSMUSG00000022454	2	1	0	0	7	1
ENSMUSG00000089560	0	0	0	0	0	0
ENSMUSG00000045608	0	0	0	0	2	2
ENSMUSG00000043329	2	0	1	0	3	0
ENSMUSG00000064210	5302	5419	4220	4011	3090	3368
ENSMUSG00000078648	1	0	0	0	0	3
ENSMUSG00000092978	0	0	0	0	0	0
ENSMUSG00000078925	1	0	0	0	1	5
ENSMUSG00000086809	22	24	13	13	13	8
ENSMUSG00000085460	2	2	1	1	4	2
ENSMUSG00000033237	2996	3115	2980	2825	1623	1848
ENSMUSG00000093529	0	0	0	0	0	0
ENSMUSG00000033228	5281	5197	4688	4321	3202	3538
ENSMUSG00000023169	3732	3664	3996	3638	2440	2675
ENSMUSG00000064928	0	0	0	0	0	0
ENSMUSG00000022462	5803	5673	7997	7591	4574	5094
ENSMUSG00000022464	1	1	1	1	0	13
ENSMUSG00000048218	31	36	24	21	38	25
ENSMUSG00000044250	252	229	259	244	185	248
ENSMUSG00000022466	496	481	436	413	441	448
ENSMUSG00000022468	37	38	4	3	16	14
ENSMUSG00000022469	66	76	39	41	53	77
ENSMUSG00000086601	0	0	0	0	1	0
ENSMUSG00000087397	0	2	2	2	0	3
ENSMUSG00000081534	7386	7101	8809	8043	6903	7767
ENSMUSG00000022475	438	425	382	390	272	297
ENSMUSG00000090780	0	0	0	0	0	0
ENSMUSG00000022479	1739	1701	1697	1596	1858	2022
ENSMUSG00000089233	0	0	0	0	0	1
ENSMUSG00000052369	910	990	997	951	965	1072
ENSMUSG00000022483	52	42	4	5	81	104
ENSMUSG00000033075	1188	1238	1151	1104	642	722
ENSMUSG00000088325	2	0	0	0	0	0
ENSMUSG00000033065	457	472	393	364	340	394
ENSMUSG00000048175	1482	1346	1493	1352	1434	1542
ENSMUSG00000029875	205	188	194	191	257	341
ENSMUSG00000075427	1	0	0	0	2	2
ENSMUSG00000090129	1	0	0	0	2	0
ENSMUSG00000059460	0	0	0	0	0	0
ENSMUSG00000048077	0	0	0	0	0	2
ENSMUSG00000022987	4	1	0	0	0	3
ENSMUSG00000062037	0	0	0	0	0	0
ENSMUSG00000051793	0	0	0	0	1	2
ENSMUSG00000056184	0	0	0	0	0	0
ENSMUSG00000063780	0	2	0	1	0	4
ENSMUSG00000032987	0	0	0	0	0	2
ENSMUSG00000022991	0	3	0	0	0	1
ENSMUSG00000054036	0	1	1	1	2	1
ENSMUSG00000022992	1810	1699	1774	1645	1562	1708
ENSMUSG00000065336	21	12	12	20	13	13
ENSMUSG00000065939	10	7	13	12	6	2
ENSMUSG00000011960	2705	2634	3005	2759	1812	1894
ENSMUSG00000091050	27	23	37	29	21	20
ENSMUSG00000022993	26	20	31	32	20	15
ENSMUSG00000022994	11316	10786	18184	16939	9822	11273
ENSMUSG00000003352	26700	26838	36061	33684	27140	30760
ENSMUSG00000003360	4242	4169	3914	3804	3037	3425
ENSMUSG00000054855	145	144	183	150	129	148
ENSMUSG00000003354	6	5	19	12	11	26
ENSMUSG00000003355	140	132	305	289	166	201
ENSMUSG00000051853	13576	13096	12594	11631	9484	10854
ENSMUSG00000022996	7	2	2	9	6	3
ENSMUSG00000022997	0	0	0	0	2	0
ENSMUSG00000059213	1	0	0	1	4	2
ENSMUSG00000085373	66	64	66	75	37	42
ENSMUSG00000067713	977	896	976	918	933	1082
ENSMUSG00000048154	8114	8220	9021	8696	4111	4582
ENSMUSG00000023755	437	377	492	507	477	541
ENSMUSG00000023000	3	4	0	1	2	2
ENSMUSG00000022999	1678	1582	1897	1668	1336	1448
ENSMUSG00000023004	9301	8788	6719	7372	9872	11061
ENSMUSG00000072235	8845	8295	10661	10198	10645	11490
ENSMUSG00000087446	3	3	1	5	3	7
ENSMUSG00000064081	0	1	0	0	0	0
ENSMUSG00000043091	5417	5421	5099	4610	5484	6120
ENSMUSG00000023484	460	386	359	320	521	619
ENSMUSG00000032783	85	64	128	98	79	101
ENSMUSG00000001076	2	0	0	3	0	2
ENSMUSG00000038009	34	37	62	87	72	52
ENSMUSG00000051934	542	515	548	545	479	599
ENSMUSG00000088377	0	0	0	0	0	0
ENSMUSG00000087991	1	3	2	3	0	0
ENSMUSG00000037579	149	135	320	273	119	166
ENSMUSG00000037570	1684	1675	1680	1491	1724	1892
ENSMUSG00000093139	1	0	1	1	0	0
ENSMUSG00000078907	2	1	1	0	1	3
