	seqnames	start	end	width	strand	name	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
X0533.ENSMUSG00000043323	chr5	110899201	110900599	1399	*	44	0533	ENSMUSG00000043323	110876899	110877522	-	upstream	-22378	21679	NearestLocation
X0534.ENSMUSG00000070576	chr5	111906401	111907199	799	*	47	0534	ENSMUSG00000070576	111846462	111850903	+	downstream	60338	55498	NearestLocation
X0535.ENSMUSG00000058153	chr5	113115201	113118999	3799	*	89	0535	ENSMUSG00000058153	113005792	113006205	-	upstream	-110895	108996	NearestLocation
X0536.ENSMUSG00000025825	chr5	114222401	114223199	799	*	29	0536	ENSMUSG00000025825	114222827	114223105	+	includeFeature	-27	94	NearestLocation
X0536.ENSMUSG00000018974	chr5	114222401	114223199	799	*	29	0536	ENSMUSG00000018974	114221330	114221658	-	upstream	-1142	743	Overlapping
X0537.ENSMUSG00000025825	chr5	114230401	114232799	2399	*	53	0537	ENSMUSG00000025825	114222827	114223105	+	downstream	8773	7296	NearestLocation
X0538.ENSMUSG00000029556	chr5	115417801	115419199	1399	*	36	0538	ENSMUSG00000029556	115420528	115420853	-	downstream	2353	1329	NearestLocation
X0539.ENSMUSG00000029538	chr5	115776401	115776799	399	*	21	0539	ENSMUSG00000029538	115777186	115777508	+	upstream	-586	387	NearestLocation
X0540.ENSMUSG00000041638	chr5	116035201	116036999	1799	*	44	0540	ENSMUSG00000041638	116015263	116015315	+	downstream	20837	19886	NearestLocation
X0541.ENSMUSG00000032850	chr5	118695401	118695999	599	*	76	0541	ENSMUSG00000032850	118694839	118694870	-	upstream	-830	531	Overlapping
X0541.ENSMUSG00000032840	chr5	118695401	118695999	599	*	76	0541	ENSMUSG00000032840	118695236	118695467	+	overlapEnd	464	66	NearestLocation
X0542.ENSMUSG00000029594	chr5	120586001	120586799	799	*	26	0542	ENSMUSG00000029594	120566519	120566658	+	downstream	19881	19343	NearestLocation
X0543.ENSMUSG00000029594	chr5	120693401	120694999	1599	*	34	0543	ENSMUSG00000029594	120566519	120566658	+	downstream	127681	126743	NearestLocation
X0544.ENSMUSG00000029595	chr5	120894401	120897199	2799	*	92	0544	ENSMUSG00000029595	120881779	120882462	+	downstream	14021	11939	NearestLocation
X0545.ENSMUSG00000029600	chr5	121055601	121057799	2199	*	51	0545	ENSMUSG00000029600	121062283	121062348	-	downstream	5648	4484	NearestLocation
X0546.ENSMUSG00000029452	chr5	121918201	121920799	2599	*	65	0546	ENSMUSG00000029452	121902584	121902804	+	downstream	16916	15397	NearestLocation
X0547.ENSMUSG00000044134	chr5	122380801	122382999	2199	*	53	0547	ENSMUSG00000044134	122299037	122299133	+	downstream	82863	81668	NearestLocation
X0548.ENSMUSG00000029475	chr5	123438401	123439999	1599	*	63	0548	ENSMUSG00000029475	123439634	123439803	-	includeFeature	603	196	NearestLocation
X0549.ENSMUSG00000038384	chr5	123589601	123589999	399	*	21	0549	ENSMUSG00000038384	123592202	123592463	+	upstream	-2402	2203	NearestLocation
X0550.ENSMUSG00000038384	chr5	123591201	123592999	1799	*	57	0550	ENSMUSG00000038384	123592202	123592463	+	includeFeature	-102	536	NearestLocation
X0551.ENSMUSG00000029406	chr5	124654801	124656199	1399	*	36	0551	ENSMUSG00000029406	124699437	124699769	-	downstream	44269	43238	NearestLocation
X0552.ENSMUSG00000029402	chr5	124932201	124934199	1999	*	70	0552	ENSMUSG00000029402	124933143	124933255	+	includeFeature	57	942	NearestLocation
X0553.ENSMUSG00000029478	chr5	125521201	125521799	599	*	27	0553	ENSMUSG00000029478	125523115	125523182	-	downstream	1682	1316	NearestLocation
X0554.ENSMUSG00000029478	chr5	125631401	125632399	999	*	30	0554	ENSMUSG00000029478	125523115	125523182	-	upstream	-108718	108219	NearestLocation
X0555.ENSMUSG00000008348	chr5	125883401	125883999	599	*	28	0555	ENSMUSG00000008348	125870067	125870384	-	upstream	-13316	13017	NearestLocation
X0556.ENSMUSG00000034324	chr5	127405201	127406199	999	*	48	0556	ENSMUSG00000034324	127722178	127722390	+	upstream	-316478	315979	NearestLocation
X0557.ENSMUSG00000044017	chr5	129715601	129716999	1399	*	55	0557	ENSMUSG00000044017	129602625	129603101	+	downstream	113675	112500	NearestLocation
X0558.ENSMUSG00000056310	chr5	130746801	130748399	1599	*	37	0558	ENSMUSG00000056310	130731489	130731515	+	downstream	16111	15286	NearestLocation
X0559.ENSMUSG00000034040	chr5	131404001	131404399	399	*	28	0559	ENSMUSG00000034040	131782233	131783788	-	downstream	379588	377834	NearestLocation
X0560.ENSMUSG00000029673	chr5	132743801	132744599	799	*	35	0560	ENSMUSG00000029673	133017385	133019214	-	downstream	275014	272786	NearestLocation
X0561.ENSMUSG00000015944	chr5	133842401	133843599	1199	*	39	0561	ENSMUSG00000015944	134575581	134576021	+	upstream	-732581	731982	NearestLocation
X0562.ENSMUSG00000015944	chr5	134406801	134407199	399	*	21	0562	ENSMUSG00000015944	134575581	134576021	+	upstream	-168581	168382	NearestLocation
X0563.ENSMUSG00000015942	chr5	134656801	134658799	1999	*	69	0563	ENSMUSG00000015942	134659889	134660128	+	upstream	-2089	1090	NearestLocation
X0564.ENSMUSG00000060261	chr5	134787601	134791599	3999	*	129	0564	ENSMUSG00000060261	134790253	134790597	-	includeFeature	997	1002	NearestLocation
X0565.ENSMUSG00000008843	chr5	135388801	135389599	799	*	50	0565	ENSMUSG00000008843	135390572	135391396	-	downstream	2196	973	NearestLocation
X0566.ENSMUSG00000040013	chr5	135810601	135811999	1399	*	43	0566	ENSMUSG00000040013	135825805	135825861	-	downstream	14561	13806	NearestLocation
X0567.ENSMUSG00000051391	chr5	136409601	136413399	3799	*	112	0567	ENSMUSG00000051391	136410193	136410469	-	includeFeature	-1031	592	NearestLocation
X0568.ENSMUSG00000001739	chr5	137437401	137438799	1399	*	43	0568	ENSMUSG00000001739	137442486	137442498	+	upstream	-4386	3687	NearestLocation
X0569.ENSMUSG00000023348	chr5	137754801	137756599	1799	*	42	0569	ENSMUSG00000023348	137755188	137755469	-	includeFeature	-231	387	NearestLocation
X0570.ENSMUSG00000045348	chr5	138181201	138182399	1199	*	44	0570	ENSMUSG00000045348	138180879	138181226	-	overlapStart	-574	25	NearestLocation
X0571.ENSMUSG00000036980	chr5	138627601	138628999	1399	*	47	0571	ENSMUSG00000036980	138628003	138628449	-	includeFeature	149	402	NearestLocation
X0571.ENSMUSG00000036968	chr5	138627601	138628999	1399	*	47	0571	ENSMUSG00000036968	138628713	138628948	+	includeFeature	-413	51	NearestLocation
X0572.ENSMUSG00000025855	chr5	139567601	139568599	999	*	36	0572	ENSMUSG00000025855	139605598	139605713	-	downstream	37613	36999	NearestLocation
X0573.ENSMUSG00000025858	chr5	139728801	139729199	399	*	42	0573	ENSMUSG00000025858	139728278	139728573	+	downstream	722	228	NearestLocation
X0574.ENSMUSG00000045438	chr5	139818401	139821199	2799	*	83	0574	ENSMUSG00000045438	139821026	139821079	-	includeFeature	1279	120	NearestLocation
X0575.ENSMUSG00000029557	chr5	140807801	140808599	799	*	46	0575	ENSMUSG00000029557	140807807	140807852	-	includeFeature	-348	6	NearestLocation
X0575.ENSMUSG00000036639	chr5	140807801	140808599	799	*	46	0575	ENSMUSG00000036639	140807814	140807909	+	includeFeature	386	13	NearestLocation
X0576.ENSMUSG00000039683	chr5	141832201	141834599	2399	*	52	0576	ENSMUSG00000039683	141717444	141718046	+	downstream	115956	114155	NearestLocation
X0577.ENSMUSG00000056493	chr5	142885401	142886199	799	*	46	0577	ENSMUSG00000056493	142877451	142877995	+	downstream	8349	7406	NearestLocation
X0578.ENSMUSG00000039623	chr5	142920201	142922199	1999	*	52	0578	ENSMUSG00000039623	142939885	142940089	+	upstream	-18685	17686	NearestLocation
X0579.ENSMUSG00000029578	chr5	143129401	143130399	999	*	29	0579	ENSMUSG00000029578	143105496	143105786	+	downstream	24404	23615	NearestLocation
X0580.ENSMUSG00000050822	chr5	143177001	143177999	999	*	61	0580	ENSMUSG00000050822	143178055	143178245	+	upstream	-555	56	NearestLocation
X0581.ENSMUSG00000039477	chr5	143580201	143582799	2599	*	100	0581	ENSMUSG00000039477	143578951	143579066	-	upstream	-2434	1135	NearestLocation
X0582.ENSMUSG00000039244	chr5	144065601	144067399	1799	*	56	0582	ENSMUSG00000039244	144076582	144077039	-	downstream	10539	9183	NearestLocation
X0583.ENSMUSG00000018001	chr5	144388001	144390399	2399	*	62	0583	ENSMUSG00000018001	144383316	144383542	+	downstream	5884	4459	NearestLocation
X0584.ENSMUSG00000052271	chr5	144909001	144909599	599	*	28	0584	ENSMUSG00000052271	144951155	144951227	+	upstream	-41855	41556	NearestLocation
X0585.ENSMUSG00000038859	chr5	145158601	145159199	599	*	36	0585	ENSMUSG00000038859	145118660	145118981	-	upstream	-39919	39620	NearestLocation
X0586.ENSMUSG00000029621	chr5	145857201	145857999	799	*	31	0586	ENSMUSG00000029621	145844699	145844841	+	downstream	12901	12360	NearestLocation
X0587.ENSMUSG00000029651	chr5	148899401	148900399	999	*	31	0587	ENSMUSG00000029651	149076868	149077039	+	upstream	-176968	176469	NearestLocation
X0588.ENSMUSG00000066551	chr5	149863001	149863999	999	*	33	0588	ENSMUSG00000066551	149864476	149864616	-	downstream	1116	477	NearestLocation
X0589.ENSMUSG00000041264	chr5	149995001	149996599	1599	*	45	0589	ENSMUSG00000041264	149996254	149996382	+	includeFeature	-454	217	NearestLocation
X0590.ENSMUSG00000029655	chr5	151467401	151468199	799	*	36	0590	ENSMUSG00000029655	151468076	151468187	-	includeFeature	387	12	NearestLocation
X0591.ENSMUSG00000068794	chr6	8024801	8025599	799	*	27	0591	ENSMUSG00000068794	8126232	8126394	-	downstream	101194	100633	NearestLocation
X0592.ENSMUSG00000029632	chr6	10979601	10980999	1399	*	35	0592	ENSMUSG00000029632	11857324	11857446	-	downstream	877146	876325	NearestLocation
X0593.ENSMUSG00000041390	chr6	15738801	15739799	999	*	33	0593	ENSMUSG00000041390	15670703	15670963	+	downstream	68597	67838	NearestLocation
X0594.ENSMUSG00000010797	chr6	18008801	18009199	399	*	21	0594	ENSMUSG00000010797	17980205	17980410	-	upstream	-28590	28391	NearestLocation
X0595.ENSMUSG00000048022	chr6	24954001	24954999	999	*	26	0595	ENSMUSG00000048022	24901141	24906297	-	upstream	-48203	47704	NearestLocation
X0596.ENSMUSG00000024211	chr6	27867601	27867999	399	*	22	0596	ENSMUSG00000024211	28084299	28084545	-	downstream	216745	216300	NearestLocation
X0597.ENSMUSG00000001424	chr6	28436801	28437199	399	*	21	0597	ENSMUSG00000001424	28430348	28430642	+	downstream	6652	6159	NearestLocation
X0598.ENSMUSG00000043421	chr6	29216401	29218599	2199	*	48	0598	ENSMUSG00000043421	29222488	29222608	+	upstream	-4988	3889	NearestLocation
X0599.ENSMUSG00000029782	chr6	30458201	30459799	1599	*	38	0599	ENSMUSG00000029782	30459685	30459704	-	includeFeature	704	95	NearestLocation
X0599.ENSMUSG00000029784	chr6	30458201	30459799	1599	*	38	0599	ENSMUSG00000029784	30459849	30460291	+	upstream	-849	50	Overlapping
X0600.ENSMUSG00000051855	chr6	30752801	30755799	2999	*	131	0600	ENSMUSG00000051855	30673547	30673646	+	downstream	80753	79155	NearestLocation
X0601.ENSMUSG00000025608	chr6	31477401	31479599	2199	*	43	0601	ENSMUSG00000025608	31513579	31513981	-	downstream	35481	33980	NearestLocation
X0602.ENSMUSG00000053768	chr6	33034401	33035199	799	*	33	0602	ENSMUSG00000053768	33010000	33010236	-	upstream	-24564	24165	NearestLocation
X0603.ENSMUSG00000056215	chr6	33769401	33771399	1999	*	47	0603	ENSMUSG00000056215	33979448	33979753	+	upstream	-209048	208049	NearestLocation
X0604.ENSMUSG00000061758	chr6	34347001	34347599	599	*	36	0604	ENSMUSG00000061758	34334281	34334407	+	downstream	13019	12594	NearestLocation
X0605.ENSMUSG00000060411	chr6	34671801	34672999	1199	*	46	0605	ENSMUSG00000060411	34676831	34676905	-	downstream	4505	3832	NearestLocation
X0606.ENSMUSG00000029837	chr6	36920801	36922199	1399	*	47	0606	ENSMUSG00000029837	36887048	36887232	+	downstream	34452	33569	NearestLocation
X0607.ENSMUSG00000029833	chr6	37699401	37700399	999	*	46	0607	ENSMUSG00000029833	37820811	37821474	+	upstream	-120911	120412	NearestLocation
X0608.ENSMUSG00000042599	chr6	39227601	39227999	399	*	34	0608	ENSMUSG00000042599	39156440	39156788	-	upstream	-71012	70813	NearestLocation
X0609.ENSMUSG00000029924	chr6	39321401	39323599	2199	*	54	0609	ENSMUSG00000029924	39327618	39327706	-	downstream	5206	4019	NearestLocation
X0610.ENSMUSG00000002416	chr6	39561601	39562399	799	*	27	0610	ENSMUSG00000002416	39542573	39542711	+	downstream	19427	18890	NearestLocation
X0611.ENSMUSG00000025823	chr6	47738401	47738999	599	*	55	0611	ENSMUSG00000025823	47763216	47763511	-	downstream	24811	24217	NearestLocation
X0612.ENSMUSG00000068551	chr6	48393801	48395999	2199	*	93	0612	ENSMUSG00000068551	48395352	48395357	-	includeFeature	457	642	NearestLocation
X0613.ENSMUSG00000039215	chr6	48956201	48957199	999	*	33	0613	ENSMUSG00000039215	48936860	48938940	+	downstream	19840	17261	NearestLocation
X0614.ENSMUSG00000029814	chr6	49164801	49165999	1199	*	29	0614	ENSMUSG00000029814	49164296	49164953	-	overlapStart	-447	152	NearestLocation
X0615.ENSMUSG00000029819	chr6	49564601	49565399	799	*	54	0615	ENSMUSG00000029819	49772709	49772800	+	upstream	-207709	207310	NearestLocation
X0616.ENSMUSG00000029819	chr6	49583401	49585199	1799	*	42	0616	ENSMUSG00000029819	49772709	49772800	+	upstream	-188409	187510	NearestLocation
X0617.ENSMUSG00000029819	chr6	49596801	49598399	1599	*	39	0617	ENSMUSG00000029819	49772709	49772800	+	upstream	-175109	174310	NearestLocation
X0618.ENSMUSG00000059182	chr6	52005001	52006399	1399	*	37	0618	ENSMUSG00000059182	51962334	51962548	-	upstream	-43152	42453	NearestLocation
X0619.ENSMUSG00000004633	chr6	54046001	54046799	799	*	28	0619	ENSMUSG00000004633	53989567	53990149	+	downstream	56833	55852	NearestLocation
X0620.ENSMUSG00000019124	chr6	54467001	54468199	1199	*	30	0620	ENSMUSG00000019124	54516234	54516483	-	downstream	48883	48035	NearestLocation
X0621.ENSMUSG00000029804	chr6	58755401	58757599	2199	*	55	0621	ENSMUSG00000029804	58781459	58781636	+	upstream	-24959	23860	NearestLocation
X0622.ENSMUSG00000073043	chr6	64310601	64311999	1399	*	37	0622	ENSMUSG00000073043	64679140	64681227	+	upstream	-367840	367141	NearestLocation
X0623.ENSMUSG00000049001	chr6	65612001	65612399	399	*	23	0623	ENSMUSG00000049001	65621584	65622095	+	upstream	-9384	9185	NearestLocation
X0624.ENSMUSG00000093755	chr6	66756201	66756999	799	*	31	0624	ENSMUSG00000093755	66754206	66755437	-	upstream	-1163	764	NearestLocation
X0625.ENSMUSG00000076602	chr6	70649401	70650599	1199	*	52	0625	ENSMUSG00000076602	70648462	70648510	+	downstream	1538	891	NearestLocation
X0626.ENSMUSG00000073002	chr6	72324001	72326399	2399	*	51	0626	ENSMUSG00000073002	72330375	72330462	-	downstream	5262	3976	NearestLocation
X0627.ENSMUSG00000056737	chr6	72502201	72503999	1799	*	44	0627	ENSMUSG00000056737	72494385	72494460	+	downstream	8715	7741	NearestLocation
X0628.ENSMUSG00000056197	chr6	74369001	74370799	1799	*	36	0628	ENSMUSG00000056197	73418598	73419661	-	upstream	-950239	949340	NearestLocation
X0629.ENSMUSG00000063692	chr6	78194001	78194199	199	*	19	0629	ENSMUSG00000063692	78165849	78167290	+	downstream	28251	26711	NearestLocation
X0630.ENSMUSG00000030035	chr6	83070801	83072999	2199	*	43	0630	ENSMUSG00000030035	83071197	83071553	-	includeFeature	-347	396	NearestLocation
X0631.ENSMUSG00000030032	chr6	83104001	83106199	2199	*	48	0631	ENSMUSG00000030032	83106169	83106391	-	overlapEnd	1291	30	NearestLocation
X0631.ENSMUSG00000030030	chr6	83104001	83106199	2199	*	48	0631	ENSMUSG00000030030	83106398	83106584	+	upstream	-1298	199	Overlapping
X0632.ENSMUSG00000031865	chr6	83138801	83139799	999	*	35	0632	ENSMUSG00000031865	83115914	83115988	+	downstream	23386	22813	NearestLocation
X0633.ENSMUSG00000068323	chr6	83184801	83187799	2999	*	72	0633	ENSMUSG00000068323	83169822	83169914	+	downstream	16478	14887	NearestLocation
X0634.ENSMUSG00000046679	chr6	86388401	86389799	1399	*	41	0634	ENSMUSG00000046679	86388686	86388840	+	includeFeature	414	285	NearestLocation
X0635.ENSMUSG00000029994	chr6	86734601	86737399	2799	*	51	0635	ENSMUSG00000029994	86715756	86715818	-	upstream	-20182	18783	NearestLocation
X0636.ENSMUSG00000057230	chr6	86800001	86801799	1799	*	45	0636	ENSMUSG00000057230	86799511	86800209	+	overlapEnd	1389	208	NearestLocation
X0637.ENSMUSG00000034456	chr6	90294201	90294599	399	*	27	0637	ENSMUSG00000034456	90283283	90283438	+	downstream	11117	10763	NearestLocation
X0638.ENSMUSG00000057370	chr6	90843401	90844999	1599	*	47	0638	ENSMUSG00000057370	90794972	90795454	-	upstream	-48746	47947	NearestLocation
X0639.ENSMUSG00000030091	chr6	90938801	90939799	999	*	49	0639	ENSMUSG00000030091	91066612	91066823	-	downstream	127523	126813	NearestLocation
X0640.ENSMUSG00000030093	chr6	91311001	91312199	1199	*	33	0640	ENSMUSG00000030093	91361033	91361357	-	downstream	49757	48834	NearestLocation
X0641.ENSMUSG00000034037	chr6	91926601	91927799	1199	*	69	0641	ENSMUSG00000034037	91928872	91929036	+	upstream	-1672	1073	NearestLocation
X0642.ENSMUSG00000005892	chr6	92198001	92198399	399	*	33	0642	ENSMUSG00000005892	92194542	92194644	-	upstream	-3556	3357	NearestLocation
X0643.ENSMUSG00000030022	chr6	93191601	93192999	1399	*	36	0643	ENSMUSG00000030022	92893035	92893486	-	upstream	-298814	298115	NearestLocation
X0644.ENSMUSG00000059187	chr6	96039401	96039999	599	*	25	0644	ENSMUSG00000059187	96063148	96063580	+	upstream	-23448	23149	NearestLocation
X0645.ENSMUSG00000072878	chr6	96421601	96422799	1199	*	32	0645	ENSMUSG00000072878	96114497	96116199	-	upstream	-306001	305402	NearestLocation
X0646.ENSMUSG00000030069	chr6	99697801	99698799	999	*	34	0646	ENSMUSG00000030069	99676222	99676386	-	upstream	-21914	21415	NearestLocation
X0647.ENSMUSG00000034269	chr6	113027001	113028999	1999	*	48	0647	ENSMUSG00000034269	113027359	113027706	+	includeFeature	641	358	NearestLocation
X0648.ENSMUSG00000048930	chr6	113327801	113328399	599	*	24	0648	ENSMUSG00000048930	113327310	113327877	-	overlapStart	-223	76	NearestLocation
X0648.ENSMUSG00000079426	chr6	113327801	113328399	599	*	24	0648	ENSMUSG00000079426	113328107	113328202	+	includeFeature	-7	197	NearestLocation
X0649.ENSMUSG00000059900	chr6	115711401	115712199	799	*	34	0649	ENSMUSG00000059900	115708956	115709289	-	upstream	-2511	2112	NearestLocation
X0650.ENSMUSG00000030170	chr6	119398601	119400199	1599	*	49	0650	ENSMUSG00000030170	119399235	119399404	-	includeFeature	4	634	NearestLocation
X0651.ENSMUSG00000050604	chr6	119789401	119791799	2399	*	52	0651	ENSMUSG00000050604	119798211	119799031	+	upstream	-7611	6412	NearestLocation
X0652.ENSMUSG00000040669	chr6	122289001	122289399	399	*	25	0652	ENSMUSG00000040669	122289616	122289630	-	downstream	430	217	NearestLocation
X0653.ENSMUSG00000040669	chr6	122290001	122291399	1399	*	85	0653	ENSMUSG00000040669	122289616	122289630	-	upstream	-1070	371	NearestLocation
X0654.ENSMUSG00000003153	chr6	122690601	122693199	2599	*	52	0654	ENSMUSG00000003153	122692394	122692408	-	includeFeature	508	791	NearestLocation
X0655.ENSMUSG00000003154	chr6	122763401	122764199	799	*	34	0655	ENSMUSG00000003154	122769932	122770988	+	upstream	-6132	5733	NearestLocation
X0656.ENSMUSG00000005069	chr6	124380601	124381599	999	*	35	0656	ENSMUSG00000005069	124365028	124365085	-	upstream	-16015	15516	NearestLocation
X0657.ENSMUSG00000004264	chr6	124668601	124670999	2399	*	49	0657	ENSMUSG00000004264	124662340	124662581	+	downstream	7460	6020	NearestLocation
X0658.ENSMUSG00000004266	chr6	124689401	124691599	2199	*	53	0658	ENSMUSG00000004266	124688517	124688643	-	upstream	-1857	758	Overlapping
X0658.ENSMUSG00000072772	chr6	124689401	124691599	2199	*	53	0658	ENSMUSG00000072772	124690938	124691392	-	includeFeature	892	207	NearestLocation
X0659.ENSMUSG00000072772	chr6	124696201	124697399	1199	*	49	0659	ENSMUSG00000072772	124690938	124691392	-	upstream	-5408	4809	NearestLocation
X0660.ENSMUSG00000004263	chr6	124705401	124709199	3799	*	137	0660	ENSMUSG00000004263	124706002	124706039	-	includeFeature	-1261	601	NearestLocation
X0661.ENSMUSG00000030124	chr6	124853801	124854399	599	*	49	0661	ENSMUSG00000030124	124861312	124861723	-	downstream	7623	6913	NearestLocation
