	seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
X0606.ENSMUSG00000023019	chr15	99547791	99548429	639	*	0606	ENSMUSG00000023019	99547946	99548079	+	includeFeature	164	155	NearestLocation
X0607.ENSMUSG00000022200	chr15	12314972	12315675	704	*	0607	ENSMUSG00000022200	12251205	12251711	+	downstream	64119	63261	NearestLocation
X0608.ENSMUSG00000018040	chr15	82947358	82948499	1142	*	0608	ENSMUSG00000018040	82947979	82948046	-	includeFeature	118	453	NearestLocation
X0609.ENSMUSG00000022450	chr15	82184706	82185150	445	*	0609	ENSMUSG00000022450	82184511	82184721	-	overlapStart	-207	15	NearestLocation
X0610.ENSMUSG00000022439	chr15	84162367	84163058	692	*	0610	ENSMUSG00000022439	84155164	84155261	+	downstream	7548	7106	NearestLocation
X0611.ENSMUSG00000022454	chr15	95201468	95201875	408	*	0611	ENSMUSG00000022454	95358907	95358990	-	downstream	157318	157032	NearestLocation
X0612.ENSMUSG00000054277	chr15	83154603	83155183	581	*	0612	ENSMUSG00000054277	83180511	83180677	-	downstream	25784	25328	NearestLocation
X0613.ENSMUSG00000023039	chr15	101242408	101243310	903	*	0613	ENSMUSG00000023039	101241534	101241672	+	downstream	1325	736	NearestLocation
X0614.ENSMUSG00000041852	chr15	82748942	82749768	827	*	0614	ENSMUSG00000041852	82742416	82742564	-	upstream	-6791	6378	NearestLocation
X0615.ENSMUSG00000075511	chr15	83196987	83197766	780	*	0615	ENSMUSG00000075511	83197420	83197707	-	includeFeature	331	59	NearestLocation
X0616.ENSMUSG00000036529	chr15	89130555	89131266	712	*	0616	ENSMUSG00000036529	89145493	89145702	-	downstream	14792	14227	NearestLocation
X0617.ENSMUSG00000033088	chr15	78797874	78799103	1230	*	0617	ENSMUSG00000033088	78778154	78778478	+	downstream	20334	19396	NearestLocation
X0618.ENSMUSG00000042428	chr15	79993691	79994244	554	*	0618	ENSMUSG00000042428	80004151	80004268	+	upstream	-10183	9907	NearestLocation
X0619.ENSMUSG00000022270	chr15	25737399	25737893	495	*	0619	ENSMUSG00000022270	25773019	25773367	+	upstream	-35373	35126	NearestLocation
X0620.ENSMUSG00000022371	chr15	55043643	55044139	497	*	0620	ENSMUSG00000022371	55139305	55139539	+	upstream	-95414	95166	NearestLocation
X0621.ENSMUSG00000022407	chr15	80706657	80707153	497	*	0621	ENSMUSG00000022407	80778942	80779130	+	upstream	-72037	71789	NearestLocation
X0622.ENSMUSG00000036529	chr15	89133070	89133721	652	*	0622	ENSMUSG00000036529	89145493	89145702	-	downstream	12306	11772	NearestLocation
X0623.ENSMUSG00000022144	chr15	7765313	7766022	710	*	0623	ENSMUSG00000022144	7761011	7761114	+	downstream	4657	4199	NearestLocation
X0624.ENSMUSG00000075609	chr15	73812555	73813120	566	*	0624	ENSMUSG00000075609	73910438	73911986	-	downstream	99148	97318	NearestLocation
X0625.ENSMUSG00000022565	chr15	76001165	76002007	843	*	0625	ENSMUSG00000022565	76039395	76039595	-	downstream	38009	37388	NearestLocation
X0626.ENSMUSG00000056069	chr15	27677368	27678120	753	*	0626	ENSMUSG00000056069	27611152	27611262	-	upstream	-66482	66106	NearestLocation
X0627.ENSMUSG00000045281	chr15	73503560	73504206	647	*	0627	ENSMUSG00000045281	73537751	73537935	-	downstream	34052	33545	NearestLocation
X0628.ENSMUSG00000016554	chr15	77825393	77826026	634	*	0628	ENSMUSG00000016554	77801113	77801254	-	upstream	-24456	24139	NearestLocation
X0629.ENSMUSG00000068221	chr15	78748403	78749054	652	*	0629	ENSMUSG00000068221	78744349	78744961	+	downstream	4379	3442	NearestLocation
X0630.ENSMUSG00000047641	chr15	101269062	101269632	571	*	0630	ENSMUSG00000047641	101268818	101269235	-	overlapStart	-112	173	NearestLocation
X0631.ENSMUSG00000056656	chr15	77595972	77596672	701	*	0631	ENSMUSG00000056656	77585618	77585678	-	upstream	-10644	10294	NearestLocation
X0632.ENSMUSG00000015365	chr15	88812985	88813715	731	*	0632	ENSMUSG00000015365	88813339	88813491	+	includeFeature	11	224	NearestLocation
X0633.ENSMUSG00000022997	chr15	98621261	98621696	436	*	0633	ENSMUSG00000022997	98620288	98620723	+	downstream	1190	538	NearestLocation
X0634.ENSMUSG00000056605	chr15	101616545	101617070	526	*	0634	ENSMUSG00000056605	101616437	101616889	-	overlapStart	81	108	NearestLocation
X0635.ENSMUSG00000016757	chr15	83481772	83482641	870	*	0635	ENSMUSG00000016757	83425379	83425587	-	upstream	-56619	56185	NearestLocation
X0636.ENSMUSG00000032988	chr15	79083879	79084460	582	*	0636	ENSMUSG00000032988	79085069	79085191	-	downstream	1021	609	NearestLocation
X0637.ENSMUSG00000056069	chr15	27760791	27761323	533	*	0637	ENSMUSG00000056069	27611152	27611262	-	upstream	-149795	149529	NearestLocation
X0638.ENSMUSG00000022565	chr15	76013277	76014753	1477	*	0638	ENSMUSG00000022565	76039395	76039595	-	downstream	25580	24642	NearestLocation
X0639.ENSMUSG00000033237	chr15	96118800	96119258	459	*	0639	ENSMUSG00000033237	96117949	96118217	+	downstream	1080	583	NearestLocation
X0640.ENSMUSG00000063548	chr15	85369940	85370814	875	*	0640	ENSMUSG00000063548	85341242	85341652	+	downstream	29135	28288	NearestLocation
X0641.ENSMUSG00000022270	chr15	25784089	25784634	546	*	0641	ENSMUSG00000022270	25773019	25773367	+	downstream	11343	10722	NearestLocation
X0642.ENSMUSG00000042428	chr15	79990344	79991145	802	*	0642	ENSMUSG00000042428	80004151	80004268	+	upstream	-13407	13006	NearestLocation
X0643.ENSMUSG00000044294	chr15	101362632	101363219	588	*	0643	ENSMUSG00000044294	101362617	101363251	-	inside	325	15	NearestLocation
X0644.ENSMUSG00000022414	chr15	79978380	79978848	469	*	0644	ENSMUSG00000022414	79963584	79963618	+	downstream	15030	14762	NearestLocation
X0645.ENSMUSG00000016619	chr15	84780769	84781768	1000	*	0645	ENSMUSG00000016619	84753831	84754080	+	downstream	27437	26689	NearestLocation
X0646.ENSMUSG00000055416	chr15	31226707	31227848	1142	*	0646	ENSMUSG00000055416	31206246	31206662	+	downstream	21032	20045	NearestLocation
X0647.ENSMUSG00000054277	chr15	83136509	83137092	584	*	0647	ENSMUSG00000054277	83180511	83180677	-	downstream	43877	43419	NearestLocation
X0648.ENSMUSG00000006369	chr15	85097971	85098762	792	*	0648	ENSMUSG00000006369	85036379	85036642	+	downstream	61987	61329	NearestLocation
X0649.ENSMUSG00000016763	chr15	83508233	83508859	627	*	0649	ENSMUSG00000016763	83555249	83555451	-	downstream	46905	46390	NearestLocation
X0650.ENSMUSG00000037362	chr15	54579292	54579703	412	*	0650	ENSMUSG00000037362	54577257	54577592	+	downstream	2241	1700	NearestLocation
X0651.ENSMUSG00000036197	chr15	92946141	92946544	404	*	0651	ENSMUSG00000036197	93105307	93105592	-	downstream	159250	158763	NearestLocation
X0652.ENSMUSG00000022565	chr15	76015708	76017510	1803	*	0652	ENSMUSG00000022565	76039395	76039595	-	downstream	22986	21885	NearestLocation
X0653.ENSMUSG00000037570	chr15	99072116	99073226	1111	*	0653	ENSMUSG00000037570	99082293	99082392	-	downstream	9721	9067	NearestLocation
X0654.ENSMUSG00000016637	chr15	77996236	77997478	1243	*	0654	ENSMUSG00000016637	78004199	78004538	-	downstream	7681	6721	NearestLocation
X0655.ENSMUSG00000036529	chr15	89119923	89120543	621	*	0655	ENSMUSG00000036529	89145493	89145702	-	downstream	25469	24950	NearestLocation
X0656.ENSMUSG00000022580	chr15	75541785	75544153	2369	*	0656	ENSMUSG00000022580	75534759	75534904	+	downstream	8210	6881	NearestLocation
X0657.ENSMUSG00000042622	chr15	79192455	79193539	1085	*	0657	ENSMUSG00000042622	79177971	79178184	+	downstream	15026	14271	NearestLocation
X0658.ENSMUSG00000022387	chr15	88430585	88431786	1202	*	0658	ENSMUSG00000022387	88564359	88564663	-	downstream	133477	132573	NearestLocation
X0659.ENSMUSG00000016619	chr15	84782995	84784456	1462	*	0659	ENSMUSG00000016619	84753831	84754080	+	downstream	29895	28915	NearestLocation
X0660.ENSMUSG00000033006	chr15	78994323	78994981	659	*	0660	ENSMUSG00000033006	78994712	78994920	-	includeFeature	268	61	NearestLocation
X0661.ENSMUSG00000018893	chr15	76826335	76826767	433	*	0661	ENSMUSG00000018893	76852919	76853217	-	downstream	26666	26152	NearestLocation
X0662.ENSMUSG00000023009	chr15	99262096	99262878	783	*	0662	ENSMUSG00000023009	99288063	99288179	-	downstream	25692	25185	NearestLocation
X0663.ENSMUSG00000063704	chr15	75827826	75829297	1472	*	0663	ENSMUSG00000063704	75824199	75824358	+	downstream	4363	3468	NearestLocation
X0664.ENSMUSG00000006378	chr15	78834571	78835733	1163	*	0664	ENSMUSG00000006378	78861304	78861550	+	upstream	-26152	25571	NearestLocation
X0665.ENSMUSG00000034429	chr15	75804739	75806057	1319	*	0665	ENSMUSG00000034429	75799553	75799834	+	downstream	5845	4905	NearestLocation
X0666.ENSMUSG00000022342	chr15	44945583	44946487	905	*	0666	ENSMUSG00000022342	44945717	44946480	-	includeFeature	445	7	NearestLocation
X0667.ENSMUSG00000033006	chr15	78989435	78990150	716	*	0667	ENSMUSG00000033006	78994712	78994920	-	downstream	5128	4562	NearestLocation
X0668.ENSMUSG00000037003	chr15	101945977	101946788	812	*	0668	ENSMUSG00000037003	101930909	101930983	+	downstream	15473	14994	NearestLocation
X0669.ENSMUSG00000022565	chr15	76002472	76013001	10530	*	0669	ENSMUSG00000022565	76039395	76039595	-	downstream	31859	26394	NearestLocation
X0670.ENSMUSG00000063765	chr15	81525223	81525809	587	*	0670	ENSMUSG00000063765	81523964	81524458	-	upstream	-1058	765	NearestLocation
X0671.ENSMUSG00000045763	chr15	25294370	25294989	620	*	0671	ENSMUSG00000045763	25343307	25343519	-	downstream	48839	48318	NearestLocation
X0672.ENSMUSG00000037003	chr15	101941156	101942563	1408	*	0672	ENSMUSG00000037003	101930909	101930983	+	downstream	10951	10173	NearestLocation
X0673.ENSMUSG00000053137	chr15	88985901	88986646	746	*	0673	ENSMUSG00000053137	88979828	88980036	-	upstream	-6238	5865	NearestLocation
X0674.ENSMUSG00000023055	chr15	102541242	102541983	742	*	0674	ENSMUSG00000023055	102552478	102552609	-	downstream	10997	10495	NearestLocation
X0675.ENSMUSG00000022568	chr15	75887588	75888613	1026	*	0675	ENSMUSG00000022568	75899659	75900184	-	downstream	12084	11046	NearestLocation
X0676.ENSMUSG00000068105	chr15	82037491	82038498	1008	*	0676	ENSMUSG00000068105	82054598	82054766	-	downstream	16772	16100	NearestLocation
X0677.ENSMUSG00000023009	chr15	99255852	99258855	3004	*	0677	ENSMUSG00000023009	99288063	99288179	-	downstream	30825	29208	NearestLocation
X0678.ENSMUSG00000022565	chr15	76018919	76019905	987	*	0678	ENSMUSG00000022565	76039395	76039595	-	downstream	20183	19490	NearestLocation
X0679.ENSMUSG00000022416	chr15	80197359	80197774	416	*	0679	ENSMUSG00000022416	80117964	80118207	+	downstream	79602	79152	NearestLocation
X0680.ENSMUSG00000006378	chr15	78823274	78823941	668	*	0680	ENSMUSG00000006378	78861304	78861550	+	upstream	-37696	37363	NearestLocation
X0681.ENSMUSG00000022558	chr15	76258311	76259059	749	*	0681	ENSMUSG00000022558	76282292	76282390	+	upstream	-23607	23233	NearestLocation
X0682.ENSMUSG00000033287	chr15	78270535	78271239	705	*	0682	ENSMUSG00000033287	78259226	78259297	+	downstream	11661	11238	NearestLocation
X0683.ENSMUSG00000035891	chr15	85955164	85955935	772	*	0683	ENSMUSG00000035891	86015937	86016571	-	downstream	61021	60002	NearestLocation
X0684.ENSMUSG00000075594	chr15	75832204	75835228	3025	*	0684	ENSMUSG00000075594	75839499	75839528	+	upstream	-5783	4271	NearestLocation
X0685.ENSMUSG00000056656	chr15	77594394	77595067	674	*	0685	ENSMUSG00000056656	77585618	77585678	-	upstream	-9052	8716	NearestLocation
X0686.ENSMUSG00000022416	chr15	80218001	80218547	547	*	0686	ENSMUSG00000022416	80117964	80118207	+	downstream	100310	99794	NearestLocation
X0687.ENSMUSG00000071724	chr15	76114331	76115253	923	*	0687	ENSMUSG00000071724	76125398	76125721	+	upstream	-10606	10145	NearestLocation
X0688.ENSMUSG00000022463	chr15	82012233	82012969	737	*	0688	ENSMUSG00000022463	81977696	81977920	+	downstream	34905	34313	NearestLocation
X0689.ENSMUSG00000016028	chr15	85808854	85809618	765	*	0689	ENSMUSG00000016028	85860612	85864207	-	downstream	54971	50994	NearestLocation
X0690.ENSMUSG00000071724	chr15	76124506	76125830	1325	*	0690	ENSMUSG00000071724	76125398	76125721	+	includeFeature	-230	109	NearestLocation
X0691.ENSMUSG00000009035	chr15	79250675	79251483	809	*	0691	ENSMUSG00000009035	79233615	79233733	-	upstream	-17346	16942	NearestLocation
X0692.ENSMUSG00000061397	chr15	101769912	101770901	990	*	0692	ENSMUSG00000061397	101770178	101770755	-	includeFeature	349	146	NearestLocation
X0693.ENSMUSG00000044361	chr15	75938510	75940277	1768	*	0693	ENSMUSG00000044361	75956944	75957026	-	downstream	17632	16667	NearestLocation
X0694.ENSMUSG00000022622	chr15	89388168	89388972	805	*	0694	ENSMUSG00000022622	89398757	89398869	+	upstream	-10187	9785	NearestLocation
X0695.ENSMUSG00000067713	chr15	98680235	98681558	1324	*	0695	ENSMUSG00000067713	98661861	98661939	-	upstream	-18957	18296	NearestLocation
X0696.ENSMUSG00000022476	chr15	81742396	81743025	630	*	0696	ENSMUSG00000022476	81756216	81756643	-	downstream	13933	13191	NearestLocation
X0697.ENSMUSG00000033728	chr15	76543251	76544387	1137	*	0697	ENSMUSG00000033728	76541073	76541357	+	downstream	2746	1894	NearestLocation
X0698.ENSMUSG00000022603	chr15	74407329	74408157	829	*	0698	ENSMUSG00000022603	74466646	74466691	-	downstream	58948	58489	NearestLocation
X0699.ENSMUSG00000090780	chr15	97631089	97631836	748	*	0699	ENSMUSG00000090780	97645855	97645859	+	upstream	-14393	14019	NearestLocation
X0700.ENSMUSG00000033020	chr15	78981328	78982481	1154	*	0700	ENSMUSG00000033020	78971781	78971864	+	downstream	10123	9464	NearestLocation
X0701.ENSMUSG00000054967	chr15	76741188	76742498	1311	*	0701	ENSMUSG00000054967	76748399	76748440	-	downstream	6597	5901	NearestLocation
X0702.ENSMUSG00000039801	chr15	8178574	8179021	448	*	0702	ENSMUSG00000039801	8119106	8119489	+	downstream	59692	59085	NearestLocation
X0703.ENSMUSG00000042961	chr15	7412480	7412928	449	*	0703	ENSMUSG00000042961	7347988	7348395	-	upstream	-64309	64085	NearestLocation
X0704.ENSMUSG00000079002	chr15	76566755	76567860	1106	*	0704	ENSMUSG00000079002	76554085	76554275	-	upstream	-13033	12480	NearestLocation
X0705.ENSMUSG00000044933	chr15	78369572	78371004	1433	*	0705	ENSMUSG00000044933	78374566	78374775	-	downstream	4487	3562	NearestLocation
X0706.ENSMUSG00000056069	chr15	27703515	27704024	510	*	0706	ENSMUSG00000056069	27611152	27611262	-	upstream	-92508	92253	NearestLocation
X0707.ENSMUSG00000067713	chr15	98679511	98680145	635	*	0707	ENSMUSG00000067713	98661861	98661939	-	upstream	-17889	17572	NearestLocation
X0708.ENSMUSG00000032988	chr15	79082197	79082813	617	*	0708	ENSMUSG00000032988	79085069	79085191	-	downstream	2686	2256	NearestLocation
X0709.ENSMUSG00000042303	chr15	80846531	80847887	1357	*	0709	ENSMUSG00000042303	80808209	80808295	+	downstream	39000	38236	NearestLocation
X0710.ENSMUSG00000069439	chr15	81670026	81670718	693	*	0710	ENSMUSG00000069439	81673773	81674129	-	downstream	3757	3055	NearestLocation
X0711.ENSMUSG00000056656	chr15	77610214	77611086	873	*	0711	ENSMUSG00000056656	77585618	77585678	-	upstream	-24972	24536	NearestLocation
X0712.ENSMUSG00000047034	chr15	100884268	100885200	933	*	0712	ENSMUSG00000047034	100946186	100946333	+	upstream	-61452	60986	NearestLocation
X0713.ENSMUSG00000022580	chr15	75540662	75541519	858	*	0713	ENSMUSG00000022580	75534759	75534904	+	downstream	6331	5758	NearestLocation
X0714.ENSMUSG00000022416	chr15	80185816	80186658	843	*	0714	ENSMUSG00000022416	80117964	80118207	+	downstream	68273	67609	NearestLocation
X0715.ENSMUSG00000034022	chr15	76423551	76426252	2702	*	0715	ENSMUSG00000034022	76437765	76438021	-	downstream	13119	11513	NearestLocation
X0716.ENSMUSG00000022330	chr15	35229276	35230522	1247	*	0716	ENSMUSG00000022330	35225853	35226222	+	downstream	4046	3054	NearestLocation
X0717.ENSMUSG00000022437	chr15	84040336	84041950	1615	*	0717	ENSMUSG00000022437	84022663	84022814	+	downstream	18480	17522	NearestLocation
X0718.ENSMUSG00000033819	chr15	76520650	76521793	1144	*	0718	ENSMUSG00000033819	76520959	76521582	+	includeFeature	263	211	NearestLocation
X0719.ENSMUSG00000022272	chr15	25643462	25644201	740	*	0719	ENSMUSG00000022272	25552280	25552785	+	downstream	91552	90677	NearestLocation
X0720.ENSMUSG00000022568	chr15	75878509	75879175	667	*	0720	ENSMUSG00000022568	75899659	75900184	-	downstream	21342	20484	NearestLocation
X0721.ENSMUSG00000022558	chr15	76276818	76277299	482	*	0721	ENSMUSG00000022558	76282292	76282390	+	upstream	-5234	4993	NearestLocation
X0722.ENSMUSG00000041852	chr15	82782433	82783208	776	*	0722	ENSMUSG00000041852	82742416	82742564	-	upstream	-40256	39869	NearestLocation
X0723.ENSMUSG00000035891	chr15	86019156	86019584	429	*	0723	ENSMUSG00000035891	86015937	86016571	-	upstream	-2799	2585	NearestLocation
X0724.ENSMUSG00000048154	chr15	98686323	98686822	500	*	0724	ENSMUSG00000048154	98701445	98701614	-	downstream	15042	14623	NearestLocation
X0725.ENSMUSG00000037185	chr15	101194460	101195054	595	*	0725	ENSMUSG00000037185	101197885	101198144	-	downstream	3387	2831	NearestLocation
X0726.ENSMUSG00000091680	chr15	89214998	89216745	1748	*	0726	ENSMUSG00000091680	89217322	89219139	+	upstream	-1450	577	NearestLocation
X0727.ENSMUSG00000033762	chr15	76535932	76537166	1235	*	0727	ENSMUSG00000033762	76540823	76540963	-	downstream	4414	3657	NearestLocation
X0728.ENSMUSG00000042622	chr15	79199951	79201259	1309	*	0728	ENSMUSG00000042622	79177971	79178184	+	downstream	22634	21767	NearestLocation
X0729.ENSMUSG00000063765	chr15	81514995	81516035	1041	*	0729	ENSMUSG00000063765	81523964	81524458	-	downstream	8943	7929	NearestLocation
X0730.ENSMUSG00000036046	chr15	84790718	84791451	734	*	0730	ENSMUSG00000036046	84818039	84818430	-	downstream	27346	26588	NearestLocation
X0731.ENSMUSG00000071586	chr15	102331449	102332238	790	*	0731	ENSMUSG00000071586	102334153	102334317	+	upstream	-2309	1915	NearestLocation
X0732.ENSMUSG00000034161	chr15	76293995	76294463	469	*	0732	ENSMUSG00000034161	76287868	76288616	+	downstream	6361	5379	NearestLocation
X0733.ENSMUSG00000039427	chr16	5241087	5241632	546	*	0733	ENSMUSG00000039427	5233714	5233950	+	downstream	7646	7137	NearestLocation
X0734.ENSMUSG00000090530	chr16	9051467	9051949	483	*	0734	ENSMUSG00000090530	8996178	8996459	-	upstream	-55249	55008	NearestLocation
X0735.ENSMUSG00000043050	chr16	10788269	10788936	668	*	0735	ENSMUSG00000043050	10788358	10788748	-	includeFeature	146	89	NearestLocation
X0736.ENSMUSG00000023143	chr16	5178416	5179114	699	*	0736	ENSMUSG00000023143	5203990	5204105	-	downstream	25340	24876	NearestLocation
X0737.ENSMUSG00000039929	chr16	90782142	90782704	563	*	0737	ENSMUSG00000039929	90810444	90810637	-	downstream	28214	27740	NearestLocation
X0738.ENSMUSG00000090236	chr16	17842533	17842973	441	*	0738	ENSMUSG00000090236	17838134	17838457	-	upstream	-4296	4076	NearestLocation
X0739.ENSMUSG00000041378	chr16	18776622	18778123	1502	*	0739	ENSMUSG00000041378	18776940	18778353	+	overlapStart	432	230	NearestLocation
X0740.ENSMUSG00000022841	chr16	20530767	20531875	1109	*	0740	ENSMUSG00000022841	20535551	20535674	+	upstream	-4230	3676	NearestLocation
X0741.ENSMUSG00000047953	chr16	30308326	30308856	531	*	0741	ENSMUSG00000047953	30310841	30310865	-	downstream	2274	1985	NearestLocation
X0742.ENSMUSG00000047261	chr16	42291725	42292388	664	*	0742	ENSMUSG00000047261	42340586	42340764	-	downstream	48708	48198	NearestLocation
X0743.ENSMUSG00000022505	chr16	10320020	10320686	667	*	0743	ENSMUSG00000022505	10313905	10314061	-	upstream	-6292	5959	NearestLocation
X0744.ENSMUSG00000023143	chr16	5198519	5199033	515	*	0744	ENSMUSG00000023143	5203990	5204105	-	downstream	5329	4957	NearestLocation
X0745.ENSMUSG00000022848	chr16	35660332	35660895	564	*	0745	ENSMUSG00000022848	35768985	35769416	-	downstream	108802	108090	NearestLocation
